1413 K,,1673 K,,1963 K,,2164 K,,1187 K,
X,Y,X,Y,X,Y,X,Y,X,Y
15.685160593792173,0.9338390669410959,15.90379487179487,0.935282563951779,15.88391902834008,0.9402546092107986,15.88391902834008,0.9417439315234082,15.764663967611334,0.9290274102388187
15.526153846153845,0.9328079976477507,15.38702294197031,0.9348701362344409,15.64540890688259,0.9374478094678036,15.64540890688259,0.9410565519945114,15.526153846153845,0.9300584795321638
15.009381916329284,0.9328079976477507,14.830499325236167,0.9373447025384691,15.4068987854251,0.9369322748211311,15.446650472334682,0.9426031559345291,15.287643724696355,0.9329225609025669
14.69136842105263,0.9345264464699925,14.293851551956813,0.939681792936718,15.16838866396761,0.9373103335620243,15.16838866396761,0.9431186905812017,15.049133603238865,0.9327507160203427
14.095093117408906,0.935901205527786,13.995713900134952,0.9438060701100983,14.92987854251012,0.9374478094678036,14.878201349527664,0.9403691724656147,14.810623481781375,0.9330371241573829
13.876458839406206,0.9340452807997648,13.75720377867746,0.9385819856904832,14.69136842105263,0.9433249044398707,14.651616734143047,0.9448371394034435,14.572113360323886,0.9317769283544056
13.0217975708502,0.9300584795321638,13.518693657219972,0.9369322748211311,14.45285829959514,0.9405066483713941,14.41310661268556,0.9451808291678918,14.333603238866395,0.9362448952922344
12.862790823211874,0.9286837204743703,13.220556005398109,0.9333235322944233,14.214348178137652,0.9399109194463503,14.170621322537112,0.946830540037244,14.095093117408906,0.9364740218018666
12.067757085020242,0.9080623346074684,12.624280701754385,0.9286837204743703,13.97583805668016,0.940598298975247,13.948011875843454,0.9447684014505537,13.856582995951417,0.9372759645855795
11.55098515519568,0.8781613251004607,11.769619433198379,0.8956895030873273,13.73732793522267,0.9386621799688546,13.697576248313089,0.9451808291678918,13.618072874493926,0.9348701362344409
11.372102564102562,0.8688817014603548,11.590736842105262,0.8884720180339116,13.498817813765182,0.9417439315234082,13.4590661268556,0.9400254827011664,13.379562753036435,0.9338390669410959
10.954709851551955,0.8365748636022086,11.260797840755734,0.8662696592505473,13.260307692307691,0.9372759645855795,13.220556005398109,0.9355002341359295,13.12912712550607,0.9348701362344409
10.755951417004047,0.8199059100264628,10.81557894736842,0.8324505864288282,13.0217975708502,0.9362448952922344,12.98204588394062,0.9334953771766474,12.74353576248313,0.9302303244143879
10.199427800269904,0.7905204351661277,10.259055330634277,0.8094921101636774,12.783287449392711,0.9324643078833024,12.74353576248313,0.9297147897677154,12.127384615384614,0.9101244731941587
9.960917678812415,0.7925825737528178,9.841662618083669,0.8260923257865334,12.544777327935222,0.9266215818876802,12.50502564102564,0.9262778921232317,11.868998650472333,0.8994700904962594
9.523649122807017,0.8345127250155184,9.503773279352226,0.8626952857002843,12.306267206477731,0.9197477865987129,12.266515519568149,0.9187167173053677,11.630488529014844,0.8867535692116698
9.3447665317139,0.8571962494691104,9.205635627530363,0.9039380574340881,12.067757085020242,0.9114992322519521,12.04788124156545,0.9119116599692901,11.391978407557353,0.8701991788907402
9.006877192982454,0.9125303015452972,8.9074979757085,0.9444934496389952,11.829246963562753,0.8995846537510754,11.78949527665317,0.8986108660851384,11.153468286099864,0.8538280897775165
8.847870445344128,0.9369322748211311,8.609360323886639,0.9843614623150054,11.590736842105262,0.8877273568776068,11.547009986504722,0.8886782318925807,10.914958164642373,0.83416903525107
8.529856950067476,0.9798934953771767,8.072712550607285,0.9983840047044987,11.35222672064777,0.8787570540255045,11.31247503373819,0.8802234636871509,10.676448043184884,0.8044398706262864
8.350974358974357,0.9912352576039728,7.754699055330633,0.9884857394883858,11.113716599190282,0.8656739303255034,11.073964912280701,0.8642991712677099,10.437937921727395,0.7802097422326767
7.854078272604587,0.997077983599595,7.595692307692307,0.9884857394883858,10.875206477732792,0.8549049843727881,10.79570310391363,0.857711784115783,10.199427800269904,0.7637126335391552
7.67519568151147,0.9946721552484564,7.178299595141699,0.9802371851416251,10.636696356275303,0.8463012839360973,10.547255060728743,0.8529001274135058,9.960917678812415,0.7585572870724298
7.17432442645074,0.9860111731843576,6.760906882591092,0.9752880525335687,10.398186234817812,0.8454273299636428,10.31868286099865,0.8623515959358359,9.722407557354924,0.7709301185925709
6.959665317139001,0.9814744682936392,6.363390013495275,0.9678643536214839,10.159676113360323,0.8396680714822438,10.10004858299595,0.8692941291776929,9.483897435897434,0.8025495769218205
6.502520917678812,0.9757692182037964,5.886369770580295,0.9620903655787514,9.921165991902832,0.8496350746512464,9.762159244264506,0.8848632755072038,9.245387314439945,0.8444797281845209
6.264010796221321,0.9719886307948643,5.48885290148448,0.9527420039857559,9.668458839406206,0.8730270208642117,9.543524966261806,0.9040617857492894,9.006877192982454,0.885035120389428
6.124879892037786,0.9678643536214839,5.150963562753034,0.9353856708811135,9.464021592442643,0.8927337711130714,9.324890688259108,0.9345951844228821,8.768367071524965,0.9290274102388187
5.667735492577597,0.9623653173903101,4.852825910931173,0.9121866117808488,9.205635627530363,0.9211708258853217,9.086380566801617,0.9499875760163912,8.529856950067476,0.9719886307948643
5.449101214574897,0.9600282269920613,4.574564102564102,0.8717686954817211,8.9699649122807,0.9509008088190682,8.851845614035087,0.9744082067365808,8.211843454790822,0.9987964324218368
5.031708502024291,0.9383070338789246,4.2804016194331975,0.8082548270116633,8.737133603238865,0.9747676080331182,8.609360323886639,0.9903760331928518,7.973333333333333,0.9957032245418015
4.852825910931173,0.9286837204743703,4.071042735042733,0.7530582508412559,8.490105263157893,0.9927818615439904,8.370850202429148,0.9945690483191219,7.734823211875842,0.9915789473684211
4.574564102564102,0.8873034728347873,3.9186612685560043,0.6997863373517593,8.251595141700404,0.9969634203447788,8.132340080971659,0.9975362366188594,7.496313090418353,0.9871109804305924
4.435433198380565,0.8461981770067628,3.799406207827259,0.6446756836224641,8.013085020242913,0.996069826957213,7.893829959514168,0.9915789473684211,7.257802968960862,0.9840177725505571
4.29630229419703,0.7603444738475612,3.636424291497974,0.5822444379104186,7.774574898785424,0.9897459352913631,7.655319838056679,0.9838115586918881,7.031218353576248,0.9799622333300664
4.29630229419703,0.7389669704988729,3.4018893387314417,0.5312065078898364,7.536064777327933,0.9851061234713102,7.436685560053979,0.9805465059296286,6.780782726045883,0.9778313567904865
4.1571713900134935,0.6734940703714594,3.064,0.5353307850632167,7.297554655870444,0.9770752393087001,7.178299595141699,0.97394766245222,6.542272604588392,0.9737070796171061
3.9981646423751673,0.5889463883171616,2.7956761133603223,0.5582720768401451,7.059044534412955,0.9743257211931132,6.939789473684209,0.9668332843281389,6.315687989203777,0.9729509621353197
3.839157894736841,0.5043987062628639,2.686358974358974,0.48016857786925415,6.820534412955464,0.9673488189748114,6.7012793522267184,0.9601313339213957,6.065252361673412,0.971644941030416
3.6801511470985133,0.43377045966872485,2.268966261808366,0.4803747917279232,6.582024291497975,0.9653439620155293,6.474694736842105,0.9554915221013428,5.826742240215923,0.9687235780326049
3.362137651821861,0.3877160312326441,1.8515735492577576,0.4925414093893953,6.343514170040484,0.9662490117285767,6.22425910931174,0.9533606455617629,5.588232118758434,0.9666041578185066
3.1435033738191613,0.4018073115750269,1.4540566801619406,0.5080074487895717,6.105004048582995,0.9634994936129897,5.9459973009446685,0.9431530595576465,5.349721997300943,0.9607614318228843
2.9049932523616704,0.44408115260217584,,,5.866493927125505,0.9583916090661166,5.7074871794871775,0.937642567000991,5.111211875843454,0.9527420039857559
2.805614035087718,0.5038831716161913,,,5.6279838056680145,0.9514703518572969,5.468977058029688,0.9319258605856665,4.872701754385963,0.9400254827011664
2.7327359424201525,0.42758404390865434,,,5.386634278002699,0.940212057144724,5.230466936572197,0.9117283587615843,4.673943319838056,0.9159671991897809
2.6551255060728742,0.3657198863079486,,,5.155932523616732,0.9233405721006427,4.991956815114708,0.8964914458710402,4.582514439946017,0.8606920653589281
2.4677246963562744,0.351972295730014,,,4.903935222672063,0.9051332561251493,4.784680161943317,0.868059651656409,4.404199730094465,0.8095379354656038
2.16958704453441,0.3808422359436767,,,4.693819163292845,0.8820020582181712,4.584502024291497,0.8294801248932387,4.344004318488528,0.7521646574536902
1.9112010796221313,0.413149073801823,,,4.542762753036435,0.8400117612466922,4.358138251611933,0.7823831708383311,4.29630229419703,0.6786494168381849
1.732318488529014,0.4430500833088308,,,4.359904993252361,0.8084610408703323,4.415557354925774,0.8482603155934529,4.216798920377867,0.6162697245908066
1.5136842105263142,0.49885155346466725,,,4.190297795771478,0.7567370042459068,4.154962962962962,0.739397946552705,4.137295546558702,0.5616230520435166
1.2950499325236144,0.5672939331569147,,,4.00668286099865,0.7144962592701494,3.9623881241565453,0.7045390758087025,4.041891497975708,0.5088323042242477
,,,,3.8079244264507413,0.659088559387295,3.799406207827259,0.6604665916809405,3.898785425101213,0.4447685321310726
,,,,3.6091659919028327,0.6167957803527174,3.5608960863697696,0.626064882877585,3.7795303643724676,0.3925276879349211
,,,,3.362137651821861,0.5916713571638594,3.34226180836707,0.6200503119997387,3.6006477732793503,0.3444111209121501
,,,,3.12362753036437,0.5794949197948316,3.0838758434547877,0.6152386552974616,3.362137651821861,0.3310072200986638
,,,,2.8851174089068827,0.5897368747753928,2.8453657219973003,0.6145512757685648,3.1435033738191613,0.35375948250514555
,,,,2.6466072874493918,0.5736521937992094,2.4876005398110657,0.6152386552974616,2.964620782726044,0.4043849848083897
,,,,2.408097165991901,0.5729648142703127,2.0900836707152486,0.6131765167107714,2.832115159694105,0.46659283217354375
,,,,2.16958704453441,0.5750269528570029,1.8515735492577576,0.6093959293018394,2.75592442645074,0.3895920045302581
,,,,1.9310769230769225,0.5781201607370382,1.5335600539811054,0.5962211549979854,2.6551255060728742,0.31563937777404405
,,,,1.6925668016194315,0.5774327812081415,1.255298245614032,0.5927842573535017,2.408097165991901,0.3117605932895553
,,,,1.4143049932523617,0.5774327812081415,,,2.16958704453441,0.33788101538763116
,,,,1.255298245614032,0.5829318174393152,,,1.9310769230769225,0.3729373713613643
,,,,1.0366639676113358,0.5843065764971087,,,1.7124426450742227,0.42222248358325976
,,,,,,,,1.5335600539811054,0.47425220406696456
,,,,,,,,1.3844912280701749,0.5330538403737463
,,,,,,,,1.2950499325236144,0.5702152961547258
